Age,AgeGroup,Gender,MaritalStatus,Education,Education_Label,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,DistanceFromHome,MonthlyIncome,IncomeGroup,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,TenureGroup,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,JobSatisfaction_Label,EnvironmentSatisfaction,EnvironmentSatisfaction_Label,WorkLifeBalance,WorkLifeBalance_Label,JobInvolvement,RelationshipSatisfaction,PerformanceRating,PerformanceRating_Label,Attrition,AttritionBinary,AttritionRiskScore,RiskTier,OverTimeFlag
34,26–35,Male,Married,4,Master,Marketing,Sales,Sales Executive,2,Travel_Rarely,Yes,14,2055,Low,11,2,4,0,0–1 yr,0,0,4,4,3,High,3,High,3,Better,4,4,3,Excellent,No,0,0.521,High Risk,1
43,36–45,Female,Single,3,Bachelor,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,13,4252,Medium,21,0,3,0,0–1 yr,0,0,8,0,3,High,3,High,3,Better,4,1,3,Excellent,No,0,0.493,Medium Risk,1
34,26–35,Male,Married,3,Bachelor,Medical,Sales,Manager,3,Non-Travel,Yes,8,6787,High,20,1,3,2,2–3 yr,1,0,8,3,2,Medium,4,Very High,3,Better,3,2,3,Excellent,Yes,1,0.745,High Risk,1
48,46–60,Female,Married,2,College,Technical Degree,Sales,Sales Executive,1,Travel_Rarely,No,13,8280,High,23,0,4,1,0–1 yr,0,0,8,5,4,Very High,2,Medium,4,Best,3,4,3,Excellent,No,0,0.26,Medium Risk,0
24,18–25,Male,Married,3,Bachelor,Medical,Research & Development,Laboratory Technician,3,Travel_Rarely,No,6,3124,Medium,19,0,2,2,2–3 yr,0,0,16,5,2,Medium,4,Very High,2,Good,3,1,3,Excellent,Yes,1,0.658,High Risk,0
35,26–35,Male,Divorced,2,College,Life Sciences,Human Resources,Human Resources,1,Travel_Rarely,Yes,1,7003,High,12,1,1,5,4–7 yr,1,0,15,8,4,Very High,4,Very High,2,Good,3,4,3,Excellent,No,0,0.226,Low Risk,1
25,18–25,Male,Married,4,Master,Medical,Research & Development,Laboratory Technician,5,Travel_Rarely,No,1,20000,Very High,11,3,3,4,4–7 yr,1,0,6,9,2,Medium,4,Very High,2,Good,3,4,3,Excellent,No,0,0.149,Low Risk,0
38,36–45,Male,Single,3,Bachelor,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,29,3254,Medium,16,0,3,1,0–1 yr,0,0,11,4,4,Very High,4,Very High,3,Better,2,4,3,Excellent,Yes,1,0.602,High Risk,0
43,36–45,Male,Single,5,Doctor,Life Sciences,Research & Development,Research Director,4,Travel_Frequently,No,1,3607,Medium,11,2,3,2,2–3 yr,1,0,12,4,2,Medium,4,Very High,3,Better,3,4,3,Excellent,Yes,1,0.577,High Risk,0
32,26–35,Female,Married,3,Bachelor,Human Resources,Research & Development,Laboratory Technician,3,Travel_Frequently,Yes,4,4810,Medium,20,1,2,5,4–7 yr,4,0,8,5,4,Very High,2,Medium,3,Better,4,3,3,Excellent,No,0,0.257,Medium Risk,1
18,18–25,Female,Married,3,Bachelor,Medical,Sales,Sales Executive,5,Travel_Rarely,Yes,21,7918,High,20,2,2,11,8–15 yr,8,4,17,5,3,High,4,Very High,4,Best,3,1,3,Excellent,No,0,0.136,Low Risk,1
37,36–45,Male,Single,3,Bachelor,Medical,Research & Development,Research Scientist,2,Travel_Rarely,No,1,6515,High,23,2,2,8,8–15 yr,4,0,11,2,2,Medium,1,Low,3,Better,3,4,4,Outstanding,No,0,0.156,Low Risk,0
39,36–45,Male,Single,2,College,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Frequently,No,14,4387,Medium,20,2,1,4,4–7 yr,2,0,5,5,2,Medium,4,Very High,3,Better,2,3,3,Excellent,No,0,0.299,Medium Risk,0
39,36–45,Female,Married,3,Bachelor,Medical,Sales,Manager,2,Travel_Rarely,No,13,10695,Very High,25,1,3,2,2–3 yr,1,0,15,7,4,Very High,1,Low,3,Better,2,3,3,Excellent,No,0,0.172,Low Risk,0
45,36–45,Male,Married,1,Below College,Life Sciences,Research & Development,Laboratory Technician,1,Non-Travel,No,29,2252,Low,17,2,3,2,2–3 yr,1,0,11,5,2,Medium,2,Medium,3,Better,2,2,3,Excellent,No,0,0.547,High Risk,0
27,26–35,Male,Married,3,Bachelor,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,2,2059,Low,24,0,3,12,8–15 yr,7,3,17,4,3,High,2,Medium,3,Better,2,2,3,Excellent,No,0,0.147,Low Risk,0
41,36–45,Male,Single,3,Bachelor,Medical,Sales,Sales Executive,1,Non-Travel,Yes,3,6837,High,17,0,2,0,0–1 yr,0,0,8,2,2,Medium,1,Low,3,Better,2,3,3,Excellent,Yes,1,0.742,High Risk,1
45,36–45,Female,Married,4,Master,Life Sciences,Sales,Sales Executive,5,Travel_Frequently,No,18,2521,Low,23,0,2,26,15+ yr,16,1,27,0,4,Very High,3,High,3,Better,3,4,3,Excellent,No,0,0.122,Low Risk,0
21,18–25,Female,Married,2,College,Medical,Research & Development,Healthcare Representative,1,Non-Travel,No,2,3549,Medium,11,1,4,6,4–7 yr,4,1,6,4,2,Medium,4,Very High,3,Better,3,3,3,Excellent,Yes,1,0.581,High Risk,0
38,36–45,Male,Divorced,2,College,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,Yes,6,20000,Very High,20,0,3,6,4–7 yr,4,2,13,5,2,Medium,3,High,3,Better,2,3,3,Excellent,No,0,0.401,Medium Risk,1
31,26–35,Female,Married,3,Bachelor,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,9,5862,Medium,23,0,4,0,0–1 yr,0,0,0,5,4,Very High,4,Very High,2,Good,4,3,3,Excellent,No,0,0.432,Medium Risk,1
35,26–35,Female,Married,4,Master,Life Sciences,Research & Development,Research Director,2,Travel_Frequently,No,2,2806,Low,15,2,2,5,4–7 yr,3,0,5,5,4,Very High,2,Medium,3,Better,4,1,4,Outstanding,No,0,0.08,Low Risk,0
38,36–45,Male,Married,4,Master,Other,Research & Development,Laboratory Technician,3,Travel_Rarely,No,22,5730,Medium,13,1,3,3,2–3 yr,1,0,5,2,2,Medium,3,High,3,Better,3,4,3,Excellent,No,0,0.45,Medium Risk,0
32,26–35,Male,Married,3,Bachelor,Medical,Research & Development,Healthcare Representative,1,Travel_Rarely,No,8,3832,Medium,23,2,4,0,0–1 yr,0,0,4,3,4,Very High,2,Medium,3,Better,3,3,3,Excellent,Yes,1,0.535,High Risk,0
30,26–35,Male,Single,3,Bachelor,Marketing,Research & Development,Research Director,2,Travel_Rarely,Yes,1,5325,Medium,23,0,6,1,0–1 yr,0,0,13,2,2,Medium,2,Medium,3,Better,1,1,3,Excellent,No,0,0.52,High Risk,1
36,36–45,Female,Divorced,1,Below College,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,Yes,1,6844,High,21,0,6,13,8–15 yr,5,2,24,1,1,Low,1,Low,3,Better,3,2,3,Excellent,Yes,1,0.65,High Risk,1
27,26–35,Male,Married,5,Doctor,Life Sciences,Research & Development,Laboratory Technician,4,Travel_Rarely,No,1,4092,Medium,22,0,6,4,4–7 yr,1,0,12,7,4,Very High,3,High,3,Better,4,4,3,Excellent,No,0,0.076,Low Risk,0
27,26–35,Female,Married,3,Bachelor,Other,Research & Development,Laboratory Technician,3,Travel_Rarely,No,2,13712,Very High,24,0,5,3,2–3 yr,1,0,13,6,4,Very High,1,Low,4,Best,3,3,4,Outstanding,No,0,0.033,Low Risk,0
41,36–45,Male,Divorced,2,College,Life Sciences,Sales,Sales Representative,5,Travel_Rarely,No,10,8888,High,12,0,3,0,0–1 yr,0,0,9,7,2,Medium,4,Very High,3,Better,3,2,3,Excellent,No,0,0.335,Medium Risk,0
26,26–35,Female,Divorced,3,Bachelor,Medical,Research & Development,Research Director,1,Travel_Rarely,No,1,5654,Medium,21,0,0,7,4–7 yr,6,4,8,5,1,Low,3,High,3,Better,2,3,3,Excellent,No,0,0.178,Low Risk,0
41,36–45,Male,Married,2,College,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3,3590,Medium,25,0,3,7,4–7 yr,3,0,18,6,2,Medium,4,Very High,3,Better,3,2,3,Excellent,Yes,1,0.561,High Risk,0
39,36–45,Male,Single,5,Doctor,Life Sciences,Research & Development,Research Director,1,Travel_Rarely,Yes,19,7480,High,15,1,2,5,4–7 yr,2,0,16,0,4,Very High,4,Very High,4,Best,2,1,3,Excellent,No,0,0.319,Medium Risk,1
22,18–25,Female,Married,2,College,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,No,6,3457,Medium,15,0,0,4,4–7 yr,1,0,4,9,4,Very High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.173,Low Risk,0
30,26–35,Female,Divorced,3,Bachelor,Medical,Research & Development,Research Scientist,1,Travel_Rarely,Yes,2,4516,Medium,12,0,3,3,2–3 yr,1,0,3,4,2,Medium,4,Very High,3,Better,3,2,3,Excellent,Yes,1,0.594,High Risk,1
45,36–45,Female,Single,2,College,Life Sciences,Research & Development,Research Scientist,3,Non-Travel,Yes,25,3698,Medium,16,1,4,5,4–7 yr,3,1,12,3,4,Very High,2,Medium,2,Good,3,4,4,Outstanding,No,0,0.515,High Risk,1
28,26–35,Male,Divorced,4,Master,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,2,2388,Low,17,1,3,1,0–1 yr,0,0,10,9,2,Medium,4,Very High,3,Better,2,3,3,Excellent,Yes,1,0.708,High Risk,1
32,26–35,Female,Single,4,Master,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,18,6933,High,11,2,2,17,15+ yr,11,7,26,2,4,Very High,2,Medium,2,Good,4,2,4,Outstanding,No,0,0.078,Low Risk,0
39,36–45,Male,Married,3,Bachelor,Human Resources,Research & Development,Research Scientist,4,Travel_Rarely,No,10,5511,Medium,13,1,3,5,4–7 yr,3,1,14,1,1,Low,3,High,2,Good,3,4,3,Excellent,No,0,0.274,Medium Risk,0
42,36–45,Male,Married,3,Bachelor,Marketing,Research & Development,Research Director,3,Travel_Rarely,No,10,3847,Medium,14,3,5,2,2–3 yr,1,0,3,8,3,High,4,Very High,4,Best,3,3,3,Excellent,No,0,0.196,Low Risk,0
33,26–35,Male,Single,4,Master,Life Sciences,Research & Development,Research Director,2,Travel_Rarely,No,11,3563,Medium,12,3,3,3,2–3 yr,2,1,15,7,2,Medium,4,Very High,3,Better,3,4,3,Excellent,No,0,0.373,Medium Risk,0
31,26–35,Male,Divorced,1,Below College,Life Sciences,Sales,Sales Representative,2,Non-Travel,Yes,5,6970,High,20,1,3,9,8–15 yr,5,0,17,9,4,Very High,4,Very High,3,Better,4,4,3,Excellent,No,0,0.34,Medium Risk,1
47,46–60,Male,Married,3,Bachelor,Marketing,Research & Development,Laboratory Technician,2,Travel_Rarely,No,13,3588,Medium,21,0,3,1,0–1 yr,0,0,9,1,2,Medium,1,Low,3,Better,2,4,3,Excellent,Yes,1,0.744,High Risk,0
49,46–60,Female,Single,2,College,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,No,14,3706,Medium,15,0,5,2,2–3 yr,1,0,3,5,3,High,3,High,3,Better,4,1,3,Excellent,No,0,0.366,Medium Risk,0
43,36–45,Male,Married,5,Doctor,Life Sciences,Sales,Sales Representative,3,Non-Travel,Yes,3,5941,Medium,23,1,2,6,4–7 yr,4,1,8,2,4,Very High,4,Very High,1,Bad,3,1,4,Outstanding,No,0,0.305,Medium Risk,1
36,36–45,Female,Married,3,Bachelor,Life Sciences,Research & Development,Research Director,2,Travel_Rarely,No,4,1884,Low,14,1,1,2,2–3 yr,0,0,3,2,3,High,4,Very High,4,Best,2,3,3,Excellent,No,0,0.253,Medium Risk,0
29,26–35,Male,Single,4,Master,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,No,17,3297,Medium,21,3,2,9,8–15 yr,2,0,14,4,2,Medium,1,Low,2,Good,3,2,3,Excellent,No,0,0.372,Medium Risk,0
29,26–35,Male,Divorced,4,Master,Medical,Sales,Sales Executive,3,Travel_Rarely,Yes,5,6976,High,12,1,2,0,0–1 yr,0,0,14,6,3,High,3,High,3,Better,4,3,4,Outstanding,No,0,0.605,High Risk,1
40,36–45,Male,Single,2,College,Other,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,16,3399,Medium,25,3,2,8,8–15 yr,3,0,14,6,4,Very High,4,Very High,2,Good,2,1,4,Outstanding,No,0,0.384,Medium Risk,1
39,36–45,Female,Single,2,College,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,No,7,8336,High,21,2,3,0,0–1 yr,0,0,11,9,3,High,4,Very High,3,Better,3,3,3,Excellent,No,0,0.241,Low Risk,0
47,46–60,Female,Single,2,College,Medical,Research & Development,Manufacturing Director,1,Non-Travel,Yes,7,6375,High,11,3,2,0,0–1 yr,0,0,5,0,2,Medium,3,High,2,Good,3,2,3,Excellent,No,0,0.668,High Risk,1
41,36–45,Female,Single,3,Bachelor,Medical,Research & Development,Research Director,3,Non-Travel,No,1,8449,High,18,0,1,13,8–15 yr,6,0,15,6,3,High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.02,Low Risk,0
23,18–25,Female,Single,2,College,Medical,Research & Development,Research Director,2,Travel_Rarely,No,2,12208,Very High,12,0,2,5,4–7 yr,4,0,16,6,4,Very High,3,High,3,Better,4,4,3,Excellent,No,0,0.056,Low Risk,0
44,36–45,Male,Divorced,1,Below College,Life Sciences,Sales,Manager,1,Non-Travel,No,5,3771,Medium,14,2,5,2,2–3 yr,1,0,16,5,1,Low,4,Very High,3,Better,3,1,3,Excellent,No,0,0.379,Medium Risk,0
28,26–35,Male,Single,4,Master,Technical Degree,Sales,Manager,1,Non-Travel,Yes,7,5438,Medium,22,2,3,1,0–1 yr,0,0,3,5,3,High,3,High,3,Better,4,4,3,Excellent,Yes,1,0.749,High Risk,1
32,26–35,Female,Single,5,Doctor,Medical,Research & Development,Healthcare Representative,1,Travel_Frequently,No,7,2935,Low,20,0,2,5,4–7 yr,4,0,16,1,4,Very High,3,High,4,Best,3,3,4,Outstanding,No,0,0.162,Low Risk,0
38,36–45,Male,Single,3,Bachelor,Medical,Human Resources,Human Resources,3,Travel_Rarely,No,10,20000,Very High,15,1,2,4,4–7 yr,3,1,5,2,1,Low,4,Very High,3,Better,3,3,3,Excellent,No,0,0.239,Low Risk,0
51,46–60,Male,Married,3,Bachelor,Life Sciences,Research & Development,Healthcare Representative,1,Non-Travel,No,8,10600,Very High,12,1,3,28,15+ yr,22,13,29,2,3,High,1,Low,3,Better,3,2,3,Excellent,No,0,0.067,Low Risk,0
60,46–60,Male,Married,1,Below College,Life Sciences,Sales,Manager,2,Travel_Frequently,No,15,4944,Medium,20,0,3,24,15+ yr,14,6,34,2,4,Very High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.034,Low Risk,0
40,36–45,Male,Married,4,Master,Life Sciences,Research & Development,Research Scientist,2,Non-Travel,No,2,5962,Medium,19,1,3,6,4–7 yr,4,0,17,1,1,Low,4,Very High,3,Better,3,3,3,Excellent,No,0,0.149,Low Risk,0
34,26–35,Male,Single,4,Master,Marketing,Research & Development,Manufacturing Director,2,Travel_Rarely,No,8,9697,High,12,3,5,3,2–3 yr,1,0,7,8,4,Very High,4,Very High,3,Better,3,1,3,Excellent,No,0,0.073,Low Risk,0
40,36–45,Male,Married,2,College,Life Sciences,Research & Development,Laboratory Technician,4,Non-Travel,No,1,6392,High,16,1,3,4,4–7 yr,2,0,14,5,4,Very High,2,Medium,2,Good,3,4,3,Excellent,No,0,0.057,Low Risk,0
43,36–45,Male,Married,2,College,Marketing,Sales,Sales Executive,4,Travel_Rarely,No,5,4954,Medium,17,2,5,6,4–7 yr,5,0,16,1,2,Medium,4,Very High,1,Bad,4,2,3,Excellent,No,0,0.2,Low Risk,0
33,26–35,Male,Married,4,Master,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,2,7608,High,16,0,0,0,0–1 yr,0,0,7,2,2,Medium,4,Very High,2,Good,3,4,3,Excellent,No,0,0.378,Medium Risk,0
50,46–60,Male,Married,3,Bachelor,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,3,4088,Medium,21,1,5,2,2–3 yr,1,0,7,9,4,Very High,4,Very High,3,Better,2,2,3,Excellent,No,0,0.217,Low Risk,0
37,36–45,Male,Divorced,1,Below College,Medical,Human Resources,Human Resources,2,Travel_Rarely,No,3,5385,Medium,21,3,3,0,0–1 yr,0,0,8,5,4,Very High,2,Medium,3,Better,4,4,3,Excellent,No,0,0.188,Low Risk,0
39,36–45,Female,Married,3,Bachelor,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,1,3238,Medium,25,1,2,0,0–1 yr,0,0,10,3,1,Low,2,Medium,3,Better,3,4,3,Excellent,No,0,0.53,High Risk,0
41,36–45,Male,Single,3,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,5,2082,Low,22,0,2,1,0–1 yr,0,0,5,6,2,Medium,3,High,4,Best,3,4,3,Excellent,No,0,0.578,High Risk,1
39,36–45,Male,Single,3,Bachelor,Life Sciences,Human Resources,Human Resources,3,Travel_Rarely,No,29,6636,High,23,1,3,3,2–3 yr,1,0,12,5,4,Very High,3,High,3,Better,3,4,3,Excellent,No,0,0.107,Low Risk,0
42,36–45,Female,Married,4,Master,Medical,Sales,Sales Executive,1,Travel_Rarely,Yes,2,6181,High,14,3,1,9,8–15 yr,6,4,12,5,3,High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.14,Low Risk,1
31,26–35,Male,Single,4,Master,Medical,Human Resources,Manager,3,Travel_Rarely,No,10,5268,Medium,11,0,4,3,2–3 yr,1,0,11,2,3,High,3,High,2,Good,3,3,3,Excellent,No,0,0.166,Low Risk,0
31,26–35,Male,Married,3,Bachelor,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,6,8063,High,12,0,4,2,2–3 yr,1,0,13,7,4,Very High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.515,High Risk,1
27,26–35,Female,Divorced,4,Master,Medical,Sales,Sales Executive,3,Travel_Rarely,No,3,4147,Medium,25,0,2,0,0–1 yr,0,0,9,8,3,High,3,High,3,Better,2,4,3,Excellent,No,0,0.204,Low Risk,0
39,36–45,Male,Married,3,Bachelor,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,No,1,2900,Low,22,1,1,4,4–7 yr,1,0,14,5,4,Very High,1,Low,3,Better,3,1,4,Outstanding,No,0,0.098,Low Risk,0
42,36–45,Female,Married,4,Master,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,No,1,5702,Medium,20,1,6,1,0–1 yr,0,0,14,1,4,Very High,1,Low,3,Better,2,4,3,Excellent,No,0,0.157,Low Risk,0
39,36–45,Female,Divorced,3,Bachelor,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,12,3772,Medium,22,3,2,5,4–7 yr,4,2,9,0,2,Medium,4,Very High,3,Better,3,3,3,Excellent,No,0,0.347,Medium Risk,0
49,46–60,Female,Married,4,Master,Human Resources,Research & Development,Research Director,2,Travel_Frequently,Yes,2,7222,High,20,0,1,22,15+ yr,15,10,22,2,4,Very High,3,High,2,Good,2,2,3,Excellent,No,0,0.178,Low Risk,1
35,26–35,Male,Married,4,Master,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,No,1,4002,Medium,22,1,2,0,0–1 yr,0,0,4,2,3,High,3,High,3,Better,3,3,3,Excellent,No,0,0.289,Medium Risk,0
41,36–45,Male,Married,1,Below College,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,No,3,7792,High,24,2,6,1,0–1 yr,0,0,15,7,2,Medium,4,Very High,3,Better,4,4,3,Excellent,Yes,1,0.573,High Risk,0
27,26–35,Male,Married,4,Master,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,No,7,15768,Very High,16,0,4,3,2–3 yr,1,0,7,4,2,Medium,3,High,3,Better,3,3,3,Excellent,No,0,0.245,Low Risk,0
32,26–35,Male,Single,4,Master,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,Yes,9,5782,Medium,18,1,3,20,15+ yr,7,2,24,0,3,High,4,Very High,2,Good,3,3,3,Excellent,No,0,0.262,Medium Risk,1
41,36–45,Male,Married,4,Master,Medical,Human Resources,Manager,2,Travel_Rarely,No,3,9180,High,24,1,2,8,8–15 yr,5,1,20,3,3,High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.045,Low Risk,0
42,36–45,Male,Single,2,College,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,No,5,2897,Low,25,0,2,13,8–15 yr,5,1,14,6,4,Very High,1,Low,3,Better,2,4,3,Excellent,No,0,0.103,Low Risk,0
33,26–35,Male,Divorced,4,Master,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,4,8413,High,13,0,0,2,2–3 yr,1,0,14,4,4,Very High,4,Very High,3,Better,1,4,4,Outstanding,Yes,1,0.646,High Risk,1
35,26–35,Male,Single,4,Master,Medical,Sales,Manager,2,Travel_Rarely,Yes,1,8296,High,17,1,3,28,15+ yr,21,7,33,9,2,Medium,4,Very High,3,Better,3,3,3,Excellent,No,0,0.311,Medium Risk,1
23,18–25,Male,Single,2,College,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,4,7568,High,25,0,1,0,0–1 yr,0,0,4,5,4,Very High,3,High,3,Better,3,4,3,Excellent,No,0,0.551,High Risk,1
33,26–35,Male,Married,5,Doctor,Marketing,Sales,Sales Representative,3,Travel_Rarely,No,7,5851,Medium,19,0,3,0,0–1 yr,0,0,1,9,1,Low,3,High,3,Better,4,2,3,Excellent,No,0,0.362,Medium Risk,0
43,36–45,Female,Divorced,1,Below College,Medical,Sales,Manager,2,Travel_Rarely,No,6,1122,Low,14,3,3,11,8–15 yr,8,5,22,3,2,Medium,4,Very High,1,Bad,3,1,3,Excellent,No,0,0.271,Medium Risk,0
40,36–45,Male,Married,2,College,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,11,2852,Low,21,1,0,15,8–15 yr,5,3,24,1,2,Medium,4,Very High,3,Better,4,3,3,Excellent,No,0,0.285,Medium Risk,0
40,36–45,Male,Married,3,Bachelor,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,No,8,2875,Low,17,2,6,0,0–1 yr,0,0,14,8,3,High,3,High,3,Better,4,1,3,Excellent,No,0,0.246,Low Risk,0
36,36–45,Female,Married,3,Bachelor,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,2,2410,Low,17,0,2,0,0–1 yr,0,0,14,1,2,Medium,2,Medium,3,Better,3,4,3,Excellent,No,0,0.59,High Risk,0
36,36–45,Male,Married,3,Bachelor,Medical,Research & Development,Healthcare Representative,2,Travel_Frequently,No,2,5224,Medium,23,3,1,0,0–1 yr,0,0,13,1,3,High,4,Very High,3,Better,4,4,3,Excellent,No,0,0.172,Low Risk,0
30,26–35,Male,Divorced,1,Below College,Medical,Research & Development,Research Director,3,Travel_Frequently,No,4,4782,Medium,22,2,4,0,0–1 yr,0,0,7,1,2,Medium,1,Low,1,Bad,3,3,3,Excellent,Yes,1,0.758,High Risk,0
41,36–45,Male,Single,5,Doctor,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,Yes,10,3904,Medium,20,2,1,1,0–1 yr,0,0,6,0,3,High,4,Very High,2,Good,2,3,3,Excellent,No,0,0.726,High Risk,1
39,36–45,Female,Divorced,1,Below College,Medical,Human Resources,Human Resources,1,Travel_Frequently,Yes,1,2315,Low,19,0,0,21,15+ yr,7,0,31,2,4,Very High,4,Very High,2,Good,2,4,3,Excellent,Yes,1,0.417,Medium Risk,1
39,36–45,Male,Divorced,2,College,Technical Degree,Research & Development,Research Scientist,5,Non-Travel,No,23,5497,Medium,13,1,3,6,4–7 yr,3,1,15,5,4,Very High,3,High,3,Better,2,1,3,Excellent,No,0,0.044,Low Risk,0
31,26–35,Male,Divorced,1,Below College,Other,Research & Development,Manufacturing Director,2,Travel_Rarely,No,6,8610,High,21,1,1,9,8–15 yr,6,4,20,6,4,Very High,1,Low,3,Better,4,3,3,Excellent,No,0,0.022,Low Risk,0
18,18–25,Male,Divorced,3,Bachelor,Medical,Sales,Sales Executive,4,Travel_Rarely,No,2,4943,Medium,11,2,6,8,8–15 yr,3,0,18,0,3,High,4,Very High,4,Best,3,4,3,Excellent,No,0,0.069,Low Risk,0
44,36–45,Female,Divorced,4,Master,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,No,9,4558,Medium,18,2,0,4,4–7 yr,1,0,6,4,4,Very High,3,High,3,Better,3,4,4,Outstanding,No,0,0.096,Low Risk,0
32,26–35,Male,Single,3,Bachelor,Life Sciences,Research & Development,Research Scientist,3,Travel_Frequently,No,1,4693,Medium,14,0,0,9,8–15 yr,7,2,17,4,4,Very High,2,Medium,3,Better,3,3,3,Excellent,No,0,0.048,Low Risk,0
29,26–35,Male,Single,4,Master,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,Yes,5,4657,Medium,12,3,4,5,4–7 yr,4,2,17,0,4,Very High,4,Very High,4,Best,3,3,3,Excellent,No,0,0.322,Medium Risk,1
41,36–45,Female,Single,1,Below College,Medical,Sales,Manager,1,Travel_Rarely,No,5,4939,Medium,15,3,2,2,2–3 yr,1,0,12,3,1,Low,4,Very High,3,Better,1,1,3,Excellent,Yes,1,0.648,High Risk,0
32,26–35,Male,Single,3,Bachelor,Life Sciences,Research & Development,Manufacturing Director,1,Non-Travel,Yes,1,1009,Low,14,1,5,4,4–7 yr,3,2,14,9,2,Medium,4,Very High,2,Good,4,2,3,Excellent,Yes,1,0.424,Medium Risk,1
44,36–45,Female,Married,3,Bachelor,Human Resources,Research & Development,Research Director,3,Non-Travel,No,14,9829,High,11,0,2,4,4–7 yr,1,0,17,0,3,High,3,High,3,Better,4,4,3,Excellent,No,0,0.142,Low Risk,0
40,36–45,Male,Single,3,Bachelor,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,Yes,12,10078,Very High,22,2,1,10,8–15 yr,4,2,13,0,3,High,3,High,2,Good,3,1,4,Outstanding,No,0,0.189,Low Risk,1
41,36–45,Female,Single,1,Below College,Life Sciences,Human Resources,Human Resources,3,Travel_Rarely,No,1,3488,Medium,17,1,0,24,15+ yr,12,0,26,6,3,High,2,Medium,4,Best,2,4,4,Outstanding,No,0,0.113,Low Risk,0
25,18–25,Male,Married,4,Master,Life Sciences,Sales,Manager,2,Travel_Rarely,No,3,3022,Medium,14,2,2,3,2–3 yr,1,0,9,6,4,Very High,4,Very High,4,Best,2,3,4,Outstanding,No,0,0.147,Low Risk,0
45,36–45,Female,Divorced,3,Bachelor,Technical Degree,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,1,4708,Medium,18,2,3,8,8–15 yr,6,3,19,2,4,Very High,3,High,4,Best,3,1,3,Excellent,No,0,0.266,Medium Risk,1
38,36–45,Female,Married,4,Master,Medical,Human Resources,Manager,1,Travel_Rarely,No,15,2693,Low,19,0,0,0,0–1 yr,0,0,12,6,1,Low,4,Very High,4,Best,3,2,3,Excellent,No,0,0.39,Medium Risk,0
33,26–35,Male,Divorced,3,Bachelor,Medical,Research & Development,Manufacturing Director,1,Non-Travel,No,3,4397,Medium,18,1,3,8,8–15 yr,5,3,22,2,2,Medium,4,Very High,3,Better,4,3,4,Outstanding,No,0,0.217,Low Risk,0
